,ClientID,RiskPropension,PortfolioRisk,ClientInvestmentHorizon,PortfolioHorizon,ClientKnowledgeExperience,ClientPotentialIndex,IncomeHighLow,Sex,AuM,Age,IncomeNeed,LongTermCareNeed,ProtectionNeed,PensionNeed,InheritanceIndex,PanicMood,ClientDateStart,NoTrustInBanks,Prov,BondInvestments,EquityInvestments,MoneyMarketInvestments,OtherInvestments,Cash,Clusters
910,Client911,0.48540442,0.041092572,7.31,3.8414,0.6190476189999999,0.347852761,0,1,71902,63,0.34481347700000003,0.514771901,0.217207585,0.48491302299999994,0.601947248,0,2016,0,FI,0.1833,0.4101,0.0449,0.0598,0.3019,0
911,Client912,0.41150801,0.073554795,10.40487434,0.5,0.428571429,0.37239263799999994,0,1,21333,53,0.29038439,0.401782549,0.374293955,0.655613871,0.513905917,0,2016,0,BZ,0.0,0.0,0.0,0.0,1.0,0
912,Client913,0.465936984,0.045755988,7.47,4.0123,0.7142857140000001,0.63803681,1,0,93946,67,0.337202441,0.576166618,0.151861266,0.139818596,0.73663665,0,2015,0,AR,0.373,0.3202,0.0644,0.24,0.0025,0
913,Client914,0.430633227,0.059594827999999996,11.10502907,3.7911,0.6190476189999999,0.396932515,0,0,56958,43,0.25071515,0.21128483399999998,0.225244681,0.595634339,0.5512234570000001,0,1993,0,VA,0.379,0.4928,0.0815,0.0456,0.0011,0
914,Client915,0.531543373,0.034067165,16.5923205,0.8451,0.80952381,0.465030675,1,1,97177,56,0.255217325,0.482394772,0.6928832309999999,0.48973273799999995,0.604136265,0,2015,0,PG,0.7492,0.046,0.2015,0.0,0.0033,-1
915,Client916,0.234604201,0.08924083199999999,4.69,4.0101,0.523809524,0.003680982,0,1,22034,81,0.44051816299999996,0.190711028,0.315686306,0.107157991,0.60812291,0,2015,0,SO,0.0697,0.5038,0.3485,0.0107,0.0673,0
916,Client917,0.509948269,0.13184749999999998,41.0384805,2.2692,0.7142857140000001,0.12147239300000001,0,1,60213,33,0.136115409,0.8003548779999999,0.275826798,0.238239907,0.17204364800000002,0,2016,1,MI,0.7245,0.2359,0.0,0.0,0.0396,0
917,Client918,0.421680519,0.108500136,31.28909602,3.9858,0.6190476189999999,0.265030675,0,1,65277,56,0.328394492,0.15157296,0.187193613,0.454528395,0.595012597,0,2015,1,BO,0.3673,0.5019,0.0522,0.0,0.0786,0
918,Client919,0.547100476,0.024043848,10.7651826,0.7396,0.6190476189999999,0.472392638,0,1,478692,53,0.54432282,0.21809959199999998,0.716762115,0.546079393,0.637081099,0,2016,1,MI,0.5997,0.0322,0.2221,0.0,0.1461,-1
919,Client920,0.428875414,0.024498077000000004,4.65,1.8323,0.904761905,0.31595092,0,0,662176,76,0.838931766,0.274335686,0.345844959,0.135120572,0.486589066,0,2015,0,TV,0.7391,0.2372,0.0043,0.018000000000000002,0.0015,1
920,Client921,0.557297346,0.00157466,10.79390136,0.5,0.7142857140000001,0.48220858899999997,0,0,186299,49,0.243551982,0.449893958,0.6831648440000001,0.513676198,0.561729258,0,2016,1,RM,0.0,0.0,0.0,0.0,1.0,3
921,Client922,0.609298769,0.01211277,6.435,0.6367,0.523809524,0.162576687,0,1,37284,57,0.31097890100000003,0.422832424,0.339866059,0.463459258,0.524709524,0,2016,0,PD,0.1969,0.0286,0.0175,0.0,0.7571,0
922,Client923,0.700582065,0.036671411,21.36088748,1.5408,0.428571429,0.150920245,0,1,10187,21,0.078294191,0.808744802,0.7259830270000001,0.281442735,0.042335751,0,2015,0,PO,0.71,0.1307,0.0535,0.0,0.1057,2
923,Client924,0.346716352,0.10008176099999999,6.61,3.1521,0.6190476189999999,0.135582822,0,1,94257,68,0.340997107,0.549758449,0.305970377,0.112707885,0.574592652,0,2016,1,BO,0.6354,0.3536,0.0,0.0,0.011000000000000001,0
924,Client925,0.603405595,0.039427066000000004,14.42037598,2.32,0.523809524,0.18711656399999999,0,1,181535,47,0.224448139,0.285206483,0.6910312959999999,0.5618144389999999,0.538250853,0,2016,0,MI,0.5218,0.2606,0.0534,0.0,0.1643,3
925,Client926,0.510474596,0.033734064,10.58551391,0.5,0.523809524,0.165030675,0,0,26680,56,0.261813332,0.119386268,0.27848124,0.508242127,0.48437615700000003,0,2011,0,,0.72,0.0,0.28,0.0,0.0,0
926,Client927,0.522663141,0.079490052,18.25428096,2.6452,0.904761905,0.472392638,0,0,312329,53,0.64360257,0.8811574670000001,0.192022238,0.46898356700000005,0.393074741,0,1986,1,NO,0.5828,0.3263,0.0423,0.0013,0.0474,1
927,Client928,0.546810287,0.132332011,8.450912307000001,7.9998,0.7142857140000001,0.66993865,1,1,15343,54,0.277627075,0.165243896,0.064451877,0.7116925609999999,0.6437289279999999,0,2015,0,NO,0.1,0.9,0.0,0.0,0.0,0
928,Client929,0.493334095,0.004905672,11.29034477,0.5,0.523809524,0.160122699,0,1,11886,58,0.326818987,0.24307800300000001,0.283448872,0.513787095,0.485300199,0,2016,0,PO,0.3739,0.0,0.0,0.0,0.6261,0
929,Client930,0.358939804,0.0361869,8.007772872,2.0,0.7142857140000001,0.255214724,0,1,37839,60,0.341673734,0.46501180200000003,0.217574309,0.62735226,0.585432929,0,2015,0,PR,0.5936,0.3736,0.0327,0.0,0.0,0
930,Client931,0.396384319,0.01604942,6.09,0.5,0.7142857140000001,0.235582822,0,0,164628,68,0.39497329299999995,0.901866583,0.38726669399999997,0.113147081,0.373003363,0,2016,0,BO,0.9931,0.0,0.0,0.0,0.0069,0
931,Client932,0.539598371,0.178027435,14.67338627,4.4348,0.6190476189999999,0.19938650300000002,0,0,133333,42,0.233554557,0.16078385,0.170278302,0.581062302,0.47858202299999997,0,2015,1,BG,0.4399,0.5484,0.0024,0.0,0.0093,0
932,Client933,0.32213898399999996,0.028737547000000002,3.51,0.8457,0.523809524,0.0,0,0,15500,84,0.409388837,0.190888373,0.494800315,0.075936614,0.596288632,0,2015,0,MI,0.8517,0.0726,0.0757,0.0,0.0,0
933,Client934,0.333938158,0.033734064,9.821840948,0.5,0.6190476189999999,0.162576687,0,1,10294,57,0.247986961,0.399939405,0.31155667,0.54706735,0.45504230700000003,0,2016,0,VR,0.72,0.0,0.28,0.0,0.0,0
934,Client935,0.434168094,0.055779305,15.81105199,3.1488,0.80952381,0.7601226990000001,1,1,869122,58,0.524619871,0.198638315,0.224365518,0.169312937,0.748687068,0,2016,0,MB,0.4415,0.3523,0.1095,0.026000000000000002,0.069,1
935,Client936,0.460380523,0.17636193,10.77898809,4.8765,0.428571429,0.382208589,0,1,18483,49,0.311673927,0.507083275,0.19552366100000002,0.6729349379999999,0.46824734700000004,0,2010,0,BL,0.392,0.608,0.0,0.0,0.0,0
936,Client937,0.6702212129999999,0.023468492,22.58112165,1.2952,0.380952381,0.219018405,0,0,100606,34,0.147258747,0.822498753,0.6780947979999999,0.279219369,0.159267703,0,2016,0,CT,0.7925,0.0988,0.0987,0.01,0.0,2
937,Client938,0.656866976,0.058201859,8.891077929,2.997,0.523809524,0.11656441699999999,0,0,22250,35,0.138109814,0.520327749,0.18933860800000002,0.587913308,0.34949636100000003,0,2015,0,PR,0.4566,0.3452,0.0385,0.0416,0.1181,0
938,Client939,0.34736366,0.033340399,7.98,1.4664,0.80952381,0.642944785,1,1,162322,65,0.379849589,0.16356262300000002,0.257948328,0.655872235,0.7646451479999999,0,2016,0,MI,0.8633,0.1105,0.0026,0.0184,0.0052,0
939,Client940,0.552407525,0.056051843,10.0923539,3.5187,0.7142857140000001,0.265030675,0,0,174959,56,0.33075192,0.8116291109999999,0.15436345099999998,0.6571932739999999,0.6463033579999999,0,2010,0,PC,0.4642,0.4631,0.0415,0.0312,0.0,0
940,Client941,0.404679085,0.132332011,27.22276847,8.0001,0.7142857140000001,0.08466257699999999,0,0,10410,48,0.237925708,0.18406616899999997,0.107417249,0.5770063360000001,0.395302928,0,2015,0,CO,0.1,0.9,0.0,0.0,0.0,0
941,Client942,0.433750863,0.0,18.60029996,0.5,0.7142857140000001,0.196932515,0,1,24636,43,0.18503862,0.551105783,0.282717367,0.5865567939999999,0.422854147,0,2016,0,LC,0.0,0.0,0.0,0.0,1.0,0
942,Client943,0.459889263,0.025133997999999998,17.42470341,2.6647,0.6190476189999999,0.167484663,0,1,44467,55,0.269740783,0.14508571,0.20770207899999998,0.513265273,0.53022715,0,2015,0,TN,0.6388,0.1078,0.0355,0.2167,0.0011,0
943,Client944,0.556361598,0.06543923900000001,10.46647005,4.7331,0.80952381,0.299386503,0,1,43726,42,0.182808025,0.200207821,0.143624776,0.623279185,0.475071595,0,2016,0,PR,0.1595,0.5644,0.0,0.0,0.2761,0
944,Client945,0.473162989,0.08893801300000001,15.03387848,1.6758,0.7142857140000001,0.18711656399999999,0,1,58778,47,0.20471077199999999,0.221785074,0.300565187,0.542490543,0.501670931,0,2016,1,MB,0.7907,0.1577,0.0,0.0,0.0516,0
945,Client946,0.7312045359999999,0.015171243999999999,21.14869099,7.1393,0.28571428600000004,0.133742331,0,0,12267,28,0.10664019,0.846659646,0.07340184799999999,0.613993129,0.086987775,0,2016,0,BT,0.0,0.0,0.0,0.8852,0.1147,0
946,Client947,0.62113422,0.039215093,8.67145655,0.5914,0.7142857140000001,0.194478528,0,1,162901,44,0.207537038,0.88238747,0.73573037,0.7000072340000001,0.534401517,0,2016,0,CT,0.9427,0.0158,0.0,0.0,0.0415,3
947,Client948,0.37765203399999997,0.024437512999999998,10.40761759,0.9031,0.428571429,0.140490798,0,1,47888,66,0.357961587,0.41661891700000003,0.284363995,0.259476341,0.594846168,0,2015,0,PC,0.8416,0.0662,0.0881,0.0,0.0041,0
948,Client949,0.583234909,0.075038609,32.37497622,3.8885,0.523809524,0.331288344,0,1,49087,29,0.15493865699999998,0.796910445,0.149036309,0.5905833229999999,0.18160484100000002,0,2015,0,LO,0.3564,0.5074,0.0236,0.0,0.1126,0
949,Client950,0.508760295,0.014444478,2.5476,0.8472,0.523809524,0.333128834,0,1,36209,69,0.379356994,0.21901578300000002,0.798868006,0.625011501,0.591396193,-1,2016,0,MI,0.5999,0.0702,0.0139,0.0,0.316,-1
950,Client951,0.331286,0.031614329,7.25,1.2988,0.80952381,0.128220859,0,1,671079,71,0.871132233,0.417703764,0.302785554,0.116195551,0.610553503,0,2015,1,VI,0.7587,0.0396,0.0275,0.0748,0.0995,1
951,Client952,0.521157465,0.032734761,10.23593389,1.0196,0.7142857140000001,0.21656441699999998,0,1,40817,35,0.148643909,0.46467290299999997,0.277156845,0.75682385,0.415215715,0,2016,0,BS,0.0158,0.0718,0.0009,0.0,0.9114,0
952,Client953,0.71540374,0.011597976999999999,12.38611919,1.0829,0.6190476189999999,0.226380368,0,1,16438,31,0.147276155,0.870362002,0.729255485,0.627649216,0.103174509,0,2016,0,,0.0954,0.0931,0.0057,0.0,0.8057,2
953,Client954,0.690151229,0.035823517,15.03482387,2.6141,0.523809524,0.328834356,0,0,44407,30,0.154988571,0.7566041170000001,0.63586465,0.6113690279999999,0.15437964099999998,0,2016,0,,0.4549,0.3064,0.0268,0.0113,0.2006,2
954,Client955,0.570291225,0.018805075,14.62108046,1.4617,0.6190476189999999,0.15030674800000002,0,1,109649,62,0.33791199200000005,0.122568022,0.6969571529999999,0.529296086,0.605528733,0,2015,0,TV,0.8322,0.132,0.0163,0.0194,0.0,-1
955,Client956,0.332799052,0.0,15.84197856,0.5,1.0,0.279754601,0,0,11920,50,0.266631208,0.7274945340000001,0.270190345,0.546636601,0.50487172,0,2014,0,MI,0.0,0.0,0.0,0.0,1.0,0
956,Client957,0.31916106,0.031493202000000005,18.2632198,2.2547,0.80952381,0.335582822,0,0,101478,68,0.38508565,0.39123214700000003,0.23105672100000002,0.337168626,0.683562034,0,2016,0,GE,0.6679999999999999,0.2409,0.046,0.0452,0.0,0
957,Client958,0.31635859,0.154225843,6.8,7.9803,0.80952381,0.5184049079999999,1,1,109178,75,0.434622336,0.580995277,0.09390513199999999,0.08928965900000001,0.7494394209999999,0,2015,0,MI,0.0,0.9974,0.0,0.0,0.0026,0
958,Client959,0.56501023,0.062683584,31.652736100000002,3.6197,0.6190476189999999,0.22883435600000002,0,1,31951,30,0.128766555,0.509099703,0.187015209,0.622194359,0.354937438,0,2015,0,EE,0.5569,0.41600000000000004,0.0,0.0,0.0272,0
959,Client960,0.47853234299999997,0.040214396,13.34972333,4.3864,0.80952381,0.294478528,0,1,85042,44,0.277880648,0.19403789899999999,0.204512941,0.587549097,0.574694525,0,2015,0,IS,0.2143,0.3795,0.0429,0.0803,0.2044,0
960,Client961,0.5849581389999999,0.06665051599999999,9.938374821,2.8593,0.428571429,0.082208589,0,1,57061,49,0.218085561,0.202257854,0.188172895,0.6186071129999999,0.447322712,0,2015,0,VR,0.4451,0.3898,0.1651,0.0,0.0001,0
961,Client962,0.31743778699999997,0.10138388400000001,6.69,4.261,0.7142857140000001,0.428220859,0,0,49383,71,0.395715771,0.601388802,0.22097947699999998,0.09050273199999999,0.692823959,0,2016,0,BS,0.4126,0.5779,0.0,0.0,0.0096,0
962,Client963,0.42525063399999996,0.179814069,33.83929884,7.4749,0.523809524,0.255214724,0,1,159352,60,0.34513619700000003,0.664447474,0.118279841,0.503894419,0.376046259,0,2015,1,LC,0.0652,0.8972,0.0068,0.0,0.0048,0
963,Client964,0.691975404,0.026314993,15.368705199999999,0.5,0.7142857140000001,0.201840491,0,1,80849,41,0.210959882,0.491503961,0.703782327,0.563742641,0.47230098200000004,0,2016,0,CR,0.9819,0.0,0.0,0.0,0.0181,3
964,Client965,0.49680209700000005,0.093995094,7.23,5.1351,0.80952381,0.5355828220000001,1,1,305265,68,0.346760171,0.47997708299999997,0.170866952,0.258912704,0.741787998,0,2015,0,MI,0.3689,0.4842,0.0,0.1338,0.0131,0
965,Client966,0.448308996,0.054204645,8.386595038,2.5968,0.80952381,0.767484663,1,1,676504,55,0.5271051529999999,0.8700105490000001,0.22092410699999998,0.689620991,0.767470998,0,2016,1,MI,0.3165,0.2638,0.1186,0.0788,0.2223,1
966,Client967,0.38532548,0.058080732,7.65,3.3068,0.904761905,0.83803681,1,0,1359300,67,0.587397706,0.09132021,0.196242947,0.277004439,0.830337975,0,2016,0,MI,0.5139,0.4373,0.0383,0.0097,0.0009,1
967,Client968,0.7019389,0.042031312,9.144666765,3.9899,0.6190476189999999,0.138650307,0,1,17067,26,0.104671385,0.753656235,0.123524682,0.783277586,0.08817915800000001,0,2016,0,PO,0.4024,0.309,0.0181,0.1745,0.096,0
968,Client969,0.6891620709999999,0.078581595,8.775747634,4.2876,0.6190476189999999,0.153374233,0,1,46940,20,0.085532455,0.897377117,0.091139027,0.662039764,0.076906257,0,2015,0,TN,0.3933,0.5443,0.03,0.0288,0.0036,0
969,Client970,0.517294877,0.00896345,18.72866017,0.7193,0.6190476189999999,0.184662577,0,0,45525,48,0.29064529699999997,0.248763683,0.750642755,0.531100848,0.508822484,0,2015,0,MI,0.5905,0.022000000000000002,0.3874,0.0,0.0,3
970,Client971,0.419928914,0.11673682,20.00616818,2.0,0.80952381,0.45766871200000003,0,0,827621,59,0.7776905759999999,0.188261846,0.198695025,0.17206543300000002,0.759398676,0,2016,0,LC,0.6121,0.2109,0.0698,0.1072,0.0,1
971,Client972,0.47373965700000004,0.057777912,12.72304051,2.929,0.7142857140000001,0.6871165640000001,1,1,126251,47,0.284660034,0.236482017,0.21114235899999997,0.688820049,0.6300573110000001,0,2015,0,BO,0.4974,0.3605,0.0157,0.0161,0.1103,0
972,Client973,0.7222381390000001,0.015504345,16.65838442,1.1057,0.380952381,0.23128834399999998,0,0,11809,29,0.113485677,0.868259112,0.703604337,0.599266276,0.070940949,0,2015,0,VR,0.095,0.1023,0.0046,0.0,0.7981,2
973,Client974,0.338973984,0.031614329,24.71913312,1.899,0.6190476189999999,0.44049079799999996,0,1,155311,66,0.367697871,0.48274135799999995,0.251637763,0.481652508,0.6057063779999999,0,2015,0,RM,0.6785,0.1856,0.0126,0.055999999999999994,0.0674,0
974,Client975,0.45976908,0.038306635,4.25,1.5575,0.6190476189999999,0.4,0,0,10428100,95,0.97521932,0.19042362399999999,0.437942127,0.09882359800000001,0.692488882,0,2016,0,MI,0.747,0.10400000000000001,0.0924,0.045,0.0117,1
975,Client976,0.472724108,0.027798807000000002,25.58380162,2.0994,0.28571428600000004,0.17239263800000001,0,0,59860,53,0.26713538800000003,0.7911045390000001,0.27249118,0.181136153,0.278453939,0,2015,0,LC,0.7157,0.0475,0.0083,0.1663,0.0622,0
976,Client977,0.476013151,0.06761953799999999,20.84557944,3.7615,0.6190476189999999,0.267484663,0,0,285017,55,0.626974524,0.309329392,0.164291013,0.48358618600000003,0.612663127,0,2015,0,MI,0.4447,0.4561,0.0273,0.0273,0.0446,1
977,Client978,0.458556088,0.03870030000000001,6.35,2.8152,0.523809524,0.135582822,0,1,114077,68,0.34559799,0.050434922,0.30282914,0.143550339,0.6142023670000001,0,2016,0,MI,0.6332,0.321,0.0429,0.0006,0.0024,0
978,Client979,0.427434765,0.046906700999999995,9.321363366,1.4004,0.6190476189999999,0.272392638,0,0,110526,53,0.32534820600000003,0.35521556600000004,0.22745478600000002,0.5128165020000001,0.606285566,0,2015,0,GE,0.6197,0.1856,0.1102,0.0018,0.0826,0
979,Client980,0.38760686200000005,0.026375556,4.38,0.5,0.80952381,0.3,0,1,756411,85,0.9097012459999999,0.22843510399999997,0.453444464,0.041948942,0.7613770809999999,0,2015,1,CT,0.7055,0.0,0.0,0.0,0.2945,1
980,Client981,0.497422046,0.038579172,7.05,1.6966,0.7142857140000001,0.542944785,0,0,374086,65,0.6747440020000001,0.559006958,0.264102544,0.694503967,0.7313477759999999,0,2016,0,CO,0.5781,0.1823,0.0216,0.024,0.19399999999999998,1
981,Client982,0.424733555,0.086485177,6.6594,2.3816,0.80952381,0.265030675,0,1,120046,56,0.355816277,0.17245491899999998,0.296731628,0.6219104910000001,0.608361644,0,2016,0,MB,0.4103,0.2926,0.0391,0.021,0.2369,0
982,Client983,0.505258031,0.034945341,7.557,1.8655,0.7142857140000001,0.19938650300000002,0,0,245780,42,0.229596642,0.567670197,0.261532565,0.721884561,0.49993103200000005,0,1986,0,BO,0.6906,0.1905,0.1189,0.0,0.0,0
983,Client984,0.420821835,0.044029919,7.25,1.5783,0.428571429,0.12331288300000001,0,1,67828,73,0.420613096,0.464674144,0.272087943,0.120593176,0.654728576,0,2016,0,GE,0.4538,0.2218,0.0786,0.0447,0.2011,0
984,Client985,0.44084412100000003,0.048208824000000004,5.85,1.1737,0.904761905,0.520858896,1,1,313670,74,0.40631691700000006,0.474630977,0.29938355,0.084444805,0.8064080509999999,0,2016,1,FI,0.2965,0.1294,0.0294,0.0052,0.5395,0
985,Client986,0.628241409,0.0,11.06341315,1.0571,0.904761905,0.474846626,1,1,850430,52,0.462272845,0.08278896599999999,0.7114406090000001,0.555703322,0.588988656,0,2015,1,RA,0.0,0.0743,0.0,0.0,0.9257,-1
986,Client987,0.45131621299999997,0.047875722999999995,22.58013292,0.5,0.7142857140000001,0.367484663,1,1,927952,55,0.529719878,0.529792675,0.28445101899999997,0.498119794,0.675930513,0,2015,1,RM,0.9999,0.0,0.0,0.0,0.0001,1
987,Client988,0.32508941399999997,0.028646701,5.45,0.9959,0.6190476189999999,0.120858896,0,1,30098,74,0.357022145,0.268146865,0.36898417899999997,0.108695056,0.601008994,0,2016,0,BG,0.8725,0.1008,0.0,0.0,0.0267,0
988,Client989,0.41707112399999996,0.021591012000000003,4.32,0.6482,0.7142857140000001,0.1,0,0,99183,85,0.41951897200000005,0.19979039199999998,0.40276101700000005,0.11596389,0.6876703009999999,0,2015,0,MI,0.7921,0.0305,0.0,0.0,0.1774,0
989,Client990,0.476885823,0.044514429,8.193016683,3.2955,0.428571429,0.099386503,0,0,29388,42,0.20482282699999999,0.8086607809999999,0.24161987899999998,0.578563265,0.395593294,0,2015,0,LT,0.4937,0.3466,0.0373,0.1016,0.0208,0
990,Client991,0.665819951,0.028343882,11.78959612,1.8091,0.333333333,0.153374233,0,0,17022,20,0.05207657,0.710505231,0.6739009990000001,0.330407236,0.08838844400000001,0,2016,0,TV,0.7329,0.1822,0.0512,0.02,0.0137,2
991,Client992,0.374654754,0.031977713,2.5806,1.9609,0.80952381,0.3,0,1,289409,85,0.7532377170000001,0.156540799,0.43409928799999997,0.05667603400000001,0.783208624,0,2016,0,VR,0.5844,0.3019,0.0877,0.0,0.0261,1
992,Client993,0.44263704600000003,0.0,7.14,0.5,0.47619047600000003,0.33803681,0,1,166810,67,0.384932596,0.14278353800000002,0.347137931,0.47211949299999995,0.614035359,0,2016,1,RM,0.0,0.0,0.0,0.0,1.0,0
993,Client994,0.413911299,0.07740060000000001,9.121112099,2.3078,0.80952381,0.367484663,0,0,1270370,55,0.762898217,0.45829803799999996,0.237556715,0.157284337,0.704695503,0,2015,0,CO,0.5879,0.2516,0.0903,0.0677,0.0026,1
994,Client995,0.348832536,0.06434909,4.4022,4.0398,0.523809524,0.404294479,0,0,47790,40,0.229188781,0.79310328,0.344144623,0.705239046,0.228442082,0,2015,0,CO,0.461,0.3236,0.0056,0.2078,0.002,-1
995,Client996,0.403274753,0.045725706,40.62277872,1.9301,0.7142857140000001,0.255214724,0,1,426768,60,0.557554565,0.740818365,0.240006579,0.47117650000000005,0.382559385,0,2015,0,BO,0.614,0.1592,0.0303,0.0519,0.1445,1
996,Client997,0.458215584,0.032613632999999996,21.68457779,1.3447,0.523809524,0.235582822,0,1,142308,68,0.386271627,0.258005149,0.260893708,0.12300554300000001,0.62626079,0,2016,0,MI,0.8716,0.0711,0.0088,0.0415,0.006999999999999999,0
997,Client998,0.371252345,0.0440602,19.35574006,1.6719,0.523809524,0.355214724,0,1,61815,60,0.33961192,0.455995661,0.26338529899999996,0.677380201,0.663825863,0,2016,0,RE,0.6739,0.2411,0.0668,0.0168,0.0015,0
998,Client999,0.445794576,0.024498077000000004,12.1559325,1.6919,0.6190476189999999,0.26993865,0,1,18380,54,0.28164521600000003,0.474805288,0.280057039,0.533588463,0.446449211,0,2015,0,BG,0.18899999999999997,0.2065,0.0021,0.0,0.6024,0
999,Client1000,0.653962161,0.091905642,22.91487742,2.008,0.523809524,0.109202454,0,1,28498,38,0.163972493,0.894228852,0.235898667,0.259913025,0.191254717,0,2015,0,VC,0.5398,0.2159,0.1761,0.0,0.0682,0
1000,Client1001,0.304847198,0.044332738,5.65,1.0897,0.7142857140000001,0.228220859,0,1,86759,71,0.402056695,0.19434702899999998,0.41579282799999995,0.067302288,0.665346048,0,2016,0,LO,0.8605,0.1019,0.0333,0.0,0.0043,0
1001,Client1002,0.52233917,0.022983981,18.76961525,1.328,0.80952381,0.189570552,0,0,37312,46,0.195924646,0.16676586599999998,0.7175236859999999,0.542825366,0.475482921,0,2013,0,BO,0.5012,0.1549,0.0,0.0,0.3439,3
1002,Client1003,0.543073562,0.059413136,20.7106545,2.8995,0.7142857140000001,0.574846626,1,1,1031400,52,0.445090906,0.24300702100000002,0.18981619600000002,0.6868701620000001,0.719766024,0,2016,0,RG,0.2702,0.3277,0.2788,0.1178,0.0055,1
1003,Client1004,0.515686275,0.060533567999999996,14.20035847,1.8386,0.6190476189999999,0.25766871199999997,0,0,51712,59,0.283559288,0.543190904,0.23067345,0.49388671,0.572335723,0,2015,0,RN,0.6331,0.2938,0.0466,0.0265,0.0,0
1004,Client1005,0.390933366,0.025618507999999998,4.65,2.1413,0.80952381,0.308588957,0,1,86060,79,0.45245428200000004,0.21492963,0.395169496,0.108478382,0.771398116,0,2015,0,PR,0.6794,0.1171,0.0225,0.1453,0.0357,0
1005,Client1006,0.49876325899999996,0.044544710999999994,13.50941704,2.0786,0.428571429,0.20429447899999997,0,0,50082,40,0.253489285,0.713446605,0.26919666,0.5800832020000001,0.24529499600000002,0,2016,0,GE,0.6887,0.243,0.0098,0.0,0.0585,0
1006,Client1007,0.50398974,0.050237712999999996,8.469982118999999,2.733,0.80952381,0.29202454,0,0,440538,45,0.498111494,0.7098797290000001,0.224694433,0.619999441,0.36774189,0,2016,0,VR,0.6008,0.3352,0.0462,0.0147,0.0032,1
1007,Client1008,0.584104442,0.025133997999999998,8.61870853,1.3299,0.428571429,0.096932515,0,0,168967,43,0.17637837,0.48570727399999997,0.750111933,0.547642235,0.456771614,0,2015,0,VA,0.8146,0.1487,0.0054,0.0,0.0313,3
1008,Client1009,0.602734571,0.061169488,11.97854572,1.9875,0.80952381,0.082208589,0,0,203732,49,0.227595888,0.822542694,0.681338698,0.549719279,0.213550149,0,2015,0,VR,0.5607,0.3237,0.0024,0.0,0.1132,2
1009,Client1010,0.6062965929999999,0.048360234,25.89559073,3.2116,0.428571429,0.096932515,0,1,31080,43,0.202894541,0.51567744,0.21682299600000002,0.497227019,0.378875521,0,2016,0,VR,0.3088,0.4001,0.0479,0.0457,0.1976,0
1010,Client1011,0.552759573,0.025891046,10.57877163,0.9977,0.7142857140000001,0.382208589,0,0,110540,49,0.283781238,0.771693127,0.716851476,0.5436584560000001,0.360256405,0,2016,0,GE,0.5093,0.0903,0.0077,0.0,0.3927,3
1011,Client1012,0.43191418200000004,0.06528783,7.2,2.8296,0.428571429,0.040490798,0,0,10836,66,0.307601845,0.5197523589999999,0.28700227,0.44253344899999997,0.48619647200000005,0,2014,0,BO,0.5964,0.3679,0.0357,0.0,0.0,0
1012,Client1013,0.48104558399999997,0.034430548,19.61639689,4.4253,0.80952381,0.39938650299999995,0,1,54035,42,0.26622147,0.244234919,0.112304954,0.256644862,0.519166817,0,2015,0,MI,0.3809,0.0,0.0,0.5234,0.0957,0
1013,Client1014,0.387973044,0.0,13.84425306,0.5,0.523809524,0.31411042899999997,0,0,95903,36,0.127156176,0.616485571,0.299171089,0.6012978720000001,0.48227818100000003,0,2016,1,VA,0.0,0.0,0.0,0.0,1.0,-1
1014,Client1015,0.500296988,0.064106835,27.13909725,3.5001,0.6190476189999999,0.157668712,0,0,19880,59,0.282681413,0.52263812,0.181061372,0.564048033,0.498534296,0,2016,0,MO,0.4914,0.4792,0.0294,0.0,0.0,0
1015,Client1016,0.586080601,0.08212458,10.08922059,1.6172,0.80952381,0.167484663,0,0,488275,55,0.586867001,0.726514172,0.234841632,0.682208444,0.264447625,0,1990,0,VA,0.7771,0.1842,0.0211,0.0,0.0176,-1
1016,Client1017,0.26678562,0.008842322,3.97,1.0372,0.6190476189999999,0.003680982,0,0,20412,81,0.382588391,0.21282001600000003,0.507422802,0.029465111000000002,0.561987153,0,2012,0,BS,0.8393,0.0249,0.078,0.0393,0.0185,0
1017,Client1018,0.709883367,0.039639039,13.69027032,3.1681,0.7142857140000001,0.419018405,0,1,636937,34,0.6856364770000001,0.791365416,0.173013935,0.290264959,0.292602828,0,2016,0,NO,0.4352,0.3269,0.0668,0.0808,0.0729,-1
1018,Client1019,0.345944472,0.04702782900000001,4.29,1.8075,0.6190476189999999,0.30122699399999997,0,0,1182680,82,0.904872859,0.24687126199999998,0.436708796,0.037241085,0.56872549,0,2016,0,MI,0.6438,0.1989,0.0371,0.0448,0.0755,1
1019,Client1020,0.430679847,0.066468825,14.1311544,2.6477,0.6190476189999999,0.072392638,0,1,78247,53,0.27011762100000003,0.148973096,0.25489748,0.549112759,0.49013958700000004,0,2015,0,RO,0.5809,0.3018,0.0686,0.0,0.0487,0
1020,Client1021,0.35531361200000006,0.022953698999999998,31.30180912,0.5,0.7142857140000001,0.042944785,0,0,34372,65,0.28510486399999996,0.23189591399999998,0.325986822,0.447329549,0.5320330289999999,0,2004,0,PO,1.0,0.0,0.0,0.0,0.0,0
1021,Client1022,0.597232023,0.0,28.75719264,0.5,0.428571429,0.141104294,0,1,10007,25,0.123296251,0.929778894,0.719665267,0.312804446,0.049652049000000004,0,2016,0,BG,0.0,0.0,0.0,0.0,1.0,2
